url,status,title,canonical,language,type,indexable,source,notes
/solutions/entreprises,308,-,-,fr,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /corporate (high); Legacy alias
/solutions/entreprises/:path*,308,-,-,fr,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /corporate/:path* (high); Legacy alias glob
/en/for-entreprise,308,-,-,en,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /en/corporate (high); Renamed company page
/en/for-entreprise/:path*,308,-,-,en,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /en/corporate/:path* (high); Company glob
/en/solutions/entreprises,308,-,-,en,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /en/corporate (high); Renamed company page
/en/solutions/entreprises/:path*,308,-,-,en,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /en/corporate/:path* (high); Legacy alias glob
/soins,308,-,-,fr,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /pratiques (high); Practice listing renamed
/en/soins,308,-,-,en,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /en/pratiques (high); EN
/maux-troubles,308,-,-,fr,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /pratiques (high); No new troubles family; fold listing
/en/maux-troubles,308,-,-,en,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /en/pratiques (high); EN
/maux-troubles/grossesse,308,-,-,fr,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /pratiques (high); Verified live canonical; pluridisciplinary (yoga/masso/nutrition/psycho) -> listing
/maux-troubles/grossesse-maternite,308,-,-,fr,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /pratiques (high); Verified live canonical slug; pluridisciplinary -> listing
/maux-troubles/vertiges,308,-,-,fr,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /pratiques (high); Verified live canonical slug; pluridisciplinary -> listing
/blog,308,-,-,fr,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /articles (high); Blog renamed; new site has 7 articles
/blog/:path*,308,-,-,fr,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /articles/:path* (high); Blog glob
/en/blog,308,-,-,en,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /en/articles (high); EN
/en/blog/:path*,308,-,-,en,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /en/articles/:path* (high); EN blog glob
/evenements,307,-,-,fr,REDIRECT-SOURCE,yes(temp),next.config.ts; verified 2026-09-08 (122-check suite),-> /seance-de-groupe (high); No events feature; live URL was group-booking app
/en/evenements,307,-,-,en,REDIRECT-SOURCE,yes(temp),next.config.ts; verified 2026-09-08 (122-check suite),-> /en/seance-de-groupe (high); No events feature (EN)
/search/all/all,307,-,-,fr,REDIRECT-SOURCE,yes(temp),next.config.ts; verified 2026-09-08 (122-check suite),"-> /pratiques (high); Legacy full-clinic search; catalog is practices, NOT shop (p/produits target was wrong)"
/en/search/all/all,307,-,-,en,REDIRECT-SOURCE,yes(temp),next.config.ts; verified 2026-09-08 (122-check suite),-> /en/pratiques (high); EN search fold
/pratiques/psychologie-clinique,308,-,-,fr,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /pratiques/psychologie (high); Renamed practice
/pratiques/therapies-complementaires,308,-,-,fr,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /pratiques (high); Merged practice -> catalog
/en/pratiques/psychologie-clinique,308,-,-,en,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /en/pratiques/psychologie (high); EN
/en/pratiques/therapies-complementaires,308,-,-,en,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /en/pratiques (high); EN
/pratiques/art-martial-th%C3%A9rapie,308,-,-,fr,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /pratiques/art-martial-therapie (high); Legacy accented live slug -> ASCII canonical
/en/pratiques/art-martial-th%C3%A9rapie,308,-,-,en,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /en/pratiques/art-martial-therapie (high); EN accented
/pratiques/kin%C3%A9sith%C3%A9rapie,308,-,-,fr,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /pratiques/kinesitherapie (high); Legacy accented live slug -> ASCII canonical
/en/pratiques/kin%C3%A9sith%C3%A9rapie,308,-,-,en,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /en/pratiques/kinesitherapie (high); EN accented
/pratiques/massoth%C3%A9rapie,308,-,-,fr,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /pratiques/massotherapie (high); Legacy accented live slug -> ASCII canonical
/en/pratiques/massoth%C3%A9rapie,308,-,-,en,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /en/pratiques/massotherapie (high); EN accented
/pratiques/m%C3%A9ditation,308,-,-,fr,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /pratiques/meditation (high); Legacy accented live slug -> ASCII canonical
/en/pratiques/m%C3%A9ditation,308,-,-,en,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /en/pratiques/meditation (high); EN accented
/pratiques/psychomotricit%C3%A9,308,-,-,fr,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /pratiques/psychomotricite (high); Legacy accented live slug -> ASCII canonical
/en/pratiques/psychomotricit%C3%A9,308,-,-,en,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /en/pratiques/psychomotricite (high); EN accented
/pratiques/psychoth%C3%A9rapie,308,-,-,fr,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /pratiques/psychotherapie (high); Legacy accented live slug -> ASCII canonical
/en/pratiques/psychoth%C3%A9rapie,308,-,-,en,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /en/pratiques/psychotherapie (high); EN accented
/pratiques/ost%C3%A9opathie,308,-,-,fr,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /pratiques/osteopathie (high); Legacy accented live slug -> ASCII canonical
/en/pratiques/ost%C3%A9opathie,308,-,-,en,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /en/pratiques/osteopathie (high); EN accented
/pratiques/sono-th%C3%A9rapie,308,-,-,fr,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /pratiques/sono-therapie (high); Legacy accented live slug -> ASCII canonical
/en/pratiques/sono-th%C3%A9rapie,308,-,-,en,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /en/pratiques/sono-therapie (high); EN accented
/en/group-sessions,308,-,-,en,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /en/seance-de-groupe (high); Legacy EN listing alias
/en/group-sessions/prenatal-yoga,308,-,-,en,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /en/seance-de-groupe/yoga-prenatal (high); EN legacy slug -> FR slug
/en/group-sessions/sophrology,308,-,-,en,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /en/seance-de-groupe/sophrologie (high); EN legacy slug -> FR slug
/en/group-sessions/brazilian-jiu-jitsu,308,-,-,en,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /en/seance-de-groupe/jiu-jitsu-bresilien (high); EN legacy slug -> FR slug
/en/group-sessions/pilates-and-posture,308,-,-,en,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /en/seance-de-groupe/pilates-et-posture (high); EN legacy slug -> FR slug
/en/group-sessions/nutrition,308,-,-,en,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /en/seance-de-groupe/nutrition (high); EN legacy slug (same)
/en/group-sessions/breathwork,308,-,-,en,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /en/seance-de-groupe/breathwork (high); EN legacy slug (same)
/en/group-sessions/:path*,308,-,-,en,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /en/seance-de-groupe/:path* (high); Legacy EN glob fallback
/parcours-de-soins/grossesse-&-maternit%C3%A9,308,-,-,fr,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /parcours-de-soins/grossesse-&-maternite (high); Legacy journey form -> canonical page; Accented e form -> canonical
/en/parcours-de-soins/grossesse-&-maternit%C3%A9,308,-,-,en,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /en/parcours-de-soins/grossesse-&-maternite (high); EN alias; Accented e form -> canonical
/parcours-de-soins/les-troubles-de-l%27apprentissage,308,-,-,fr,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /parcours-de-soins/les-troubles-de-l-apprentissage (high); Legacy journey form -> canonical page; Percent-encoded apostrophe -> canonical
/en/parcours-de-soins/les-troubles-de-l%27apprentissage,308,-,-,en,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /en/parcours-de-soins/les-troubles-de-l-apprentissage (high); EN alias; Percent-encoded apostrophe -> canonical
/parcours-de-soins/les-troubles-de-l'apprentissage,308,-,-,fr,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /parcours-de-soins/les-troubles-de-l-apprentissage (high); Legacy journey form -> canonical page; Raw apostrophe -> canonical
/en/parcours-de-soins/les-troubles-de-l'apprentissage,308,-,-,en,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /en/parcours-de-soins/les-troubles-de-l-apprentissage (high); EN alias; Raw apostrophe -> canonical
/parcours-de-soins/sant%C3%A9-holistique,308,-,-,fr,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /parcours-de-soins/sante-holistique (high); Legacy journey form -> canonical page; Accented e form -> canonical
/en/parcours-de-soins/sant%C3%A9-holistique,308,-,-,en,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /en/parcours-de-soins/sante-holistique (high); EN alias; Accented e form -> canonical
/parcours-de-soins/la-maladie-d%27Alzheimer,308,-,-,fr,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /parcours-de-soins/la-maladie-d-alzheimer (high); Legacy journey form -> canonical page; Percent-encoded apostrophe -> canonical
/en/parcours-de-soins/la-maladie-d%27Alzheimer,308,-,-,en,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /en/parcours-de-soins/la-maladie-d-alzheimer (high); EN alias; Percent-encoded apostrophe -> canonical
/parcours-de-soins/la-maladie-d%E2%80%99Alzheimer,308,-,-,fr,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /parcours-de-soins/la-maladie-d-alzheimer (high); Legacy journey form -> canonical page; Curly-quote form the live hub emits -> canonical
/en/parcours-de-soins/la-maladie-d%E2%80%99Alzheimer,308,-,-,en,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /en/parcours-de-soins/la-maladie-d-alzheimer (high); EN alias; Curly-quote form the live hub emits -> canonical
/parcours-de-soins/la-maladie-d'Alzheimer,308,-,-,fr,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /parcours-de-soins/la-maladie-d-alzheimer (high); Legacy journey form -> canonical page; Raw apostrophe -> canonical
/en/parcours-de-soins/la-maladie-d'Alzheimer,308,-,-,en,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /en/parcours-de-soins/la-maladie-d-alzheimer (high); EN alias; Raw apostrophe -> canonical
/parcours-de-soins/la-maladie-d’Alzheimer,308,-,-,fr,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /parcours-de-soins/la-maladie-d-alzheimer (high); Raw curly-quote form -> canonical
/en/parcours-de-soins/la-maladie-d’Alzheimer,308,-,-,en,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /en/parcours-de-soins/la-maladie-d-alzheimer (high); Raw curly-quote form -> canonical
/parcours-de-soins/tecar-th%C3%A9rapie,308,-,-,fr,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /parcours-de-soins/tecar-therapie (high); Legacy journey form -> canonical page; Accented form -> canonical
/en/parcours-de-soins/tecar-th%C3%A9rapie,308,-,-,en,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /en/parcours-de-soins/tecar-therapie (high); EN alias; Accented form -> canonical
/parcours-de-soins/kin%C3%A9sith%C3%A9rapie-&-avc,308,-,-,fr,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /parcours-de-soins/kinesitherapie-&-avc (high); Legacy journey form -> canonical page; Accented form -> canonical
/en/parcours-de-soins/kin%C3%A9sith%C3%A9rapie-&-avc,308,-,-,en,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /en/parcours-de-soins/kinesitherapie-&-avc (high); EN alias; Accented form -> canonical
/ar/parcours-de-soins/grossesse-&-maternite,308,-,-,fr,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /parcours-de-soins/grossesse-&-maternite (high); AR journey -> canonical FR journey page
/ar/about-us,308,-,-,fr,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /about-us (high); AR precise mapping
/ar/pratiques,308,-,-,fr,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /pratiques (high); AR precise mapping
/ar/search/all/all,308,-,-,fr,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> / (high); AR search fold
/ar/:path*,307,-,-,fr,REDIRECT-SOURCE,yes(temp),next.config.ts; verified 2026-09-08 (122-check suite),-> / (high); AR catch-all -> FR home (AR unsupported)
/specialistes,308,-,-,fr,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /professional (high); Old alias
/specialistes/:path*,308,-,-,fr,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /professional/:path* (high); Alias glob
/en/specialistes,308,-,-,en,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /en/professional (high); EN alias
/en/specialistes/:path*,308,-,-,en,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /en/professional/:path* (high); EN alias glob
/professional/nadine-kita/booking,308,-,-,fr,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /professional/nadine-kita (high); Old per-profile booking -> same profile (in-page booking panel)
/en/professional/nadine-kita/booking,308,-,-,en,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /en/professional/nadine-kita (high); EN
/professional/dr-amal-benali/booking,308,-,-,fr,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /professional/dr-amal-benali (high); Old per-profile booking -> same profile (in-page booking panel)
/en/professional/dr-amal-benali/booking,308,-,-,en,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /en/professional/dr-amal-benali (high); EN
/professional/khalid-ouazzani/booking,308,-,-,fr,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /professional/khalid-ouazzani (high); Old per-profile booking -> same profile (in-page booking panel)
/en/professional/khalid-ouazzani/booking,308,-,-,en,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /en/professional/khalid-ouazzani (high); EN
/professional/nadia-tazi/booking,308,-,-,fr,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /professional/nadia-tazi (high); Old per-profile booking -> same profile (in-page booking panel)
/en/professional/nadia-tazi/booking,308,-,-,en,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /en/professional/nadia-tazi (high); EN
/professional/yassine-el-amrani/booking,308,-,-,fr,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /professional/yassine-el-amrani (high); Old per-profile booking -> same profile (in-page booking panel)
/en/professional/yassine-el-amrani/booking,308,-,-,en,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /en/professional/yassine-el-amrani (high); EN
/professional/sara-mansouri/booking,308,-,-,fr,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /professional/sara-mansouri (high); Old per-profile booking -> same profile (in-page booking panel)
/en/professional/sara-mansouri/booking,308,-,-,en,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /en/professional/sara-mansouri (high); EN
/professional/mehdi-irzi/booking,308,-,-,fr,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /professional/mehdi-irzi (high); Old per-profile booking -> same profile (in-page booking panel)
/en/professional/mehdi-irzi/booking,308,-,-,en,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /en/professional/mehdi-irzi (high); EN
/professional/najat-berrada/booking,308,-,-,fr,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /professional/najat-berrada (high); Old per-profile booking -> same profile (in-page booking panel)
/en/professional/najat-berrada/booking,308,-,-,en,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /en/professional/najat-berrada (high); EN
/professional/omar-tazi/booking,308,-,-,fr,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /professional/omar-tazi (high); Old per-profile booking -> same profile (in-page booking panel)
/en/professional/omar-tazi/booking,308,-,-,en,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /en/professional/omar-tazi (high); EN
/professional/fatima-zahra-alami/booking,308,-,-,fr,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /professional/fatima-zahra-alami (high); Old per-profile booking -> same profile (in-page booking panel)
/en/professional/fatima-zahra-alami/booking,308,-,-,en,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /en/professional/fatima-zahra-alami (high); EN
/user/sign-in,308,-,-,fr,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /login (high); Live patient sign-in alias
/en/user/sign-in,308,-,-,en,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /en/login (high); EN
/search,404,-,-,fr,BROKEN,no,verified 2026-09-08,DONT-REDIRECT; keep 404 (no safe equivalent)
/search/kine/all,404,-,-,fr,BROKEN,no,verified 2026-09-08,DONT-REDIRECT; keep 404 (no safe equivalent)
/search/all/casablanca,404,-,-,fr,BROKEN,no,verified 2026-09-08,DONT-REDIRECT; keep 404 (no safe equivalent)
/search/all/paris,404,-,-,fr,BROKEN,no,verified 2026-09-08,DONT-REDIRECT; keep 404 (no safe equivalent)
/maux-troubles/back-pain-guide,404,-,-,fr,BROKEN,no,verified 2026-09-08,DONT-REDIRECT; keep 404 (no safe equivalent)
/professional/ghita,404,-,-,fr,BROKEN,no,verified 2026-09-08,DONT-REDIRECT; keep 404 (no safe equivalent)
/professional/unknown-slug-xyz,404,-,-,fr,BROKEN,no,verified 2026-09-08,DONT-REDIRECT; keep 404 (no safe equivalent)
/en/professional/ghita,404,-,-,en,BROKEN,no,verified 2026-09-08,DONT-REDIRECT; keep 404 (no safe equivalent)
/articles/undefined,404,-,-,fr,BROKEN,no,verified 2026-09-08,DONT-REDIRECT; keep 404 (no safe equivalent)
/evenements/undefined,404,-,-,fr,BROKEN,no,verified 2026-09-08,DONT-REDIRECT; keep 404 (no safe equivalent)
/pratiques/does-not-exist-xyz,404,-,-,fr,BROKEN,no,verified 2026-09-08,DONT-REDIRECT; keep 404 (no safe equivalent)
/en/seance-de-groupe/does-not-exist-xyz,404,-,-,en,BROKEN,no,verified 2026-09-08,DONT-REDIRECT; keep 404 (no safe equivalent)
/en/soins-a-domicile,404,-,-,en,BROKEN,no,verified 2026-09-08,DONT-REDIRECT; keep 404 (no safe equivalent)
